1	hit	nohit	ratio
528.0	743.0	151796.0	0.004870885478467802
529.0	308.0	50670.0	0.00604182196241516
530.0	638.0	88757.0	0.007136864477879076
531.0	301.0	46149.0	0.006480086114101184
532.0	592.0	74172.0	0.007918249424856883
533.0	328.0	30289.0	0.010713002580265866
534.0	421.0	36836.0	0.011299889953565774
535.0	433.0	30989.0	0.013780154032206735
536.0	765.0	73782.0	0.010261982373536158
537.0	551.0	51881.0	0.010508849557522125
538.0	1132.0	114578.0	0.009783078385619221
539.0	641.0	51616.0	0.012266299251774882
540.0	502.0	52051.0	0.009552261526459003
541.0	316.0	30283.0	0.010327134873688682
542.0	356.0	34976.0	0.010075851918940337
543.0	233.0	17798.0	0.012922189562420276
544.0	984.0	273292.0	0.0035876270617917717
545.0	436.0	85661.0	0.0050640556581530135
546.0	993.0	199879.0	0.004943446572941973
547.0	478.0	72082.0	0.006587651598676957
548.0	421.0	95754.0	0.004377436963867949
549.0	294.0	57947.0	0.005047990247420202
550.0	320.0	67533.0	0.00471607740262037
551.0	245.0	51948.0	0.004694116069204683
552.0	755.0	210112.0	0.0035804559271958155
553.0	350.0	105388.0	0.003310068281979988
554.0	921.0	299864.0	0.00306198779859368
555.0	463.0	129918.0	0.0035511309163144935
556.0	461.0	112151.0	0.0040937022697403475
557.0	511.0	87267.0	0.005821504249356331
558.0	616.0	98575.0	0.006210240848464075
559.0	444.0	73736.0	0.005985440819627932
560.0	721.0	116524.0	0.006149515970830312
561.0	263.0	42641.0	0.006129964572067872
562.0	624.0	76557.0	0.00808489135927236
563.0	923.0	44795.0	0.020188984644997594
564.0	340.0	85132.0	0.003977910894795956
565.0	332.0	59011.0	0.005594594139157104
566.0	388.0	68883.0	0.005601189530972557
567.0	588.0	44767.0	0.01296439201852056
568.0	533.0	84024.0	0.0063034402828861
569.0	503.0	39962.0	0.012430495489929569
570.0	1099.0	101760.0	0.010684529307109733
571.0	1460.0	62291.0	0.0229016015435052
572.0	515.0	59125.0	0.00863514419852448
573.0	567.0	39705.0	0.014079261025029797
574.0	816.0	39404.0	0.02028841372451517
575.0	565.0	27319.0	0.02026251613828719
576.0	363.0	183738.0	0.001971743771082178
577.0	197.0	87924.0	0.0022355624652466493
578.0	392.0	180091.0	0.002171949712715325
579.0	348.0	100113.0	0.0034640308179293457
580.0	203.0	106629.0	0.0019001797214317807
581.0	129.0	39382.0	0.0032649135683733644
582.0	328.0	86490.0	0.0037780183832845722
583.0	117.0	49936.0	0.002337522226439974
584.0	230.0	109928.0	0.002087910092775831
585.0	191.0	79727.0	0.002389949698440902
586.0	444.0	161641.0	0.0027393034518925254
587.0	286.0	88424.0	0.0032239882764062678
588.0	199.0	64714.0	0.0030656417050513762
589.0	183.0	53962.0	0.0033798134638470772
590.0	349.0	70885.0	0.004899345818008254
591.0	265.0	54485.0	0.004840182648401826
592.0	549.0	77611.0	0.007024053224155578
593.0	415.0	46436.0	0.008857868562037097
594.0	579.0	67841.0	0.00846243788365975
595.0	522.0	50009.0	0.01033029229581841
596.0	493.0	60438.0	0.00809111946299913
597.0	394.0	30889.0	0.012594699996803375
598.0	599.0	43031.0	0.013729085491634197
599.0	358.0	33104.0	0.010698703006395313
600.0	406.0	34752.0	0.011547869617156835
601.0	381.0	38439.0	0.0098145285935085
602.0	765.0	76916.0	0.009847967971576062
603.0	569.0	45338.0	0.01239462391356438
604.0	368.0	32448.0	0.01121404193076548
605.0	359.0	25701.0	0.01377590176515733
606.0	470.0	28738.0	0.016091481785812108
607.0	380.0	23430.0	0.015959680806383873
608.0	665.0	103915.0	0.006358768406961178
609.0	333.0	35747.0	0.00922949002217295
610.0	600.0	84509.0	0.00704978321916601
611.0	463.0	35794.0	0.012769947872135036
612.0	654.0	122271.0	0.005320317266625992
613.0	448.0	51456.0	0.008631319358816275
614.0	569.0	68499.0	0.00823825794868825
615.0	434.0	64268.0	0.006707675187783995
616.0	512.0	91663.0	0.005554651478166531
617.0	356.0	62028.0	0.005706591433700949
618.0	865.0	163978.0	0.005247417239433886
619.0	529.0	73414.0	0.00715415928485455
620.0	301.0	45526.0	0.006568180330372924
621.0	363.0	35671.0	0.01007381917078315
622.0	622.0	50927.0	0.012066189450813789
623.0	462.0	42903.0	0.010653753026634382
